id,name,age,occupation,gender,annual_income,region,persona,personal_score,saving_goal_text,target_max_spending_amount
54,김민호,51,영업 관리 사무원,Male,61300000,제주 제주-제주시,"김민호 씨는 공학적 분석력과 제주의 느긋함을 동시에 가진 영업 관리자로, 가족을 부양하는 책임감과 개인의 정적인 여유 사이에서 균형을 잡으며 살아가는 50대 남성입니다. 주요 강점은 기술 사양의 상업적 해석 및 전달, 유통 채널 운영 효율 최적화이며, 일상 관심사는 1100고지 및 중산간 드라이브, 유튜브 건축 및 공학 다큐멘터리 시청, 제주 지역 소규모 축제 탐방입니다. 가족·주거 형태는 형제자매와 동거 (가구주), 다세대주택이며, 현재의 안정적인 소득 수준을 유지하면서, 후배 사원들이 과도한 압박 없이 성과를 낼 수 있는 유연한 영업 관리 매뉴얼을 구축하려 합니다.",0,"은퇴 전 현금흐름 정리와 건강 지출 대비: 제주 제주-제주시 거주, 영업 관리 사무원 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 월 고정 주거비 관리, 취미/관심사(1100고지 및 중산간 드라이브) 지출을 조절하고 강점(기술 사양의 상업적 해석 및 전달)을 활용해 월별 저축 루틴을 유지하기",2960000
55,오현태,59,그 외 운송장비 조립원,Male,44000000,경상남 경상남-함안군,"오현태 씨는 함안 공단의 숙련된 조립공이자 가족의 생계를 책임지는 든든한 가장으로, 일식과 낚시 그리고 소박한 자연을 통해 삶의 균형을 잡는 50대 후반의 남성입니다. 주요 강점은 자동차 섀시 정밀 조립, 조립 공정 도면 해석이며, 일상 관심사는 NC 다이노스 야구 경기 시청, 낙동강 민물낚시, 동네 단골 사우나 방문입니다. 가족·주거 형태는 형제자매와 동거 (가구주), 아파트이며, 현장에서 쌓은 기술적 노하우를 후배들에게 오차 없이 전수하며 유종의 미를 거두고, 퇴직 후에는 가족들과 여유롭게 자연을 즐기는 삶을 준비하고 있습니다.",0,"은퇴 전 현금흐름 정리와 건강 지출 대비: 경상남 경상남-함안군 거주, 그 외 운송장비 조립원 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 월 고정 주거비 관리, 취미/관심사(NC 다이노스 야구 경기 시청) 지출을 조절하고 강점(자동차 섀시 정밀 조립)을 활용해 월별 저축 루틴을 유지하기",2130000
56,고은정,42,음식 서비스 종사원,Female,40000000,충청남 충청남-계룡시,"고은정 씨는 계룡시 군 관사에서 거주하며 예술적 감수성과 유연한 성격으로 주변을 밝히는 음식 서비스 종사자로, 미래에 자신만의 작은 브런치 카페를 꿈꾸는 낭만적인 40대 여성입니다. 주요 강점은 대규모 급식 배식 및 운영 관리, 상대방의 기분을 빠르게 읽는 공감 대화법이며, 일상 관심사는 대전 외곽 아울렛 쇼핑 투어, 계룡산 숲길 산책과 자연 관찰, 인테리어 소품 수집 및 가구 재배치입니다. 가족·주거 형태는 배우자·자녀와 거주, 아파트이며, 지금의 안정적인 직장 생활을 유지하면서도, 언젠가는 자신의 예술적 감각을 살려 작은 골목에 아기자기한 브런치 카페를 차려 손님들에게 매일 다른 메뉴를 선보이고 싶어 합니다.",0,"가족 생활비와 노후 준비의 균형 확보: 충청남 충청남-계룡시 거주, 음식 서비스 종사원 생활 패턴을 기준으로 자녀 관련 지출 계획화, 월 고정 주거비 관리, 취미/관심사(대전 외곽 아울렛 쇼핑 투어) 지출을 조절하고 강점(대규모 급식 배식 및 운영 관리)을 활용해 월별 저축 루틴을 유지하기",2070000
57,노정원,44,기업 고위 임원,Female,47700000,경기 경기-수원시 팔달구,"노정원 씨는 수원에 거주하며 보험사 임원으로 일하는 40대 여성으로, 전문적인 업무 능력과 달리 일상에서는 느슨한 정리 습관과 섬세한 감수성을 가진 인물입니다. 주요 강점은 기업 위험 분석 및 평가, 보험 계약 최적화 설계이며, 일상 관심사는 가평 숲속 캠핑, 넷플릭스 최신 시리즈 시청, 반려견과 함께하는 팔달산 산책입니다. 가족·주거 형태는 배우자·자녀와 거주, 아파트이며, 이미 고위직에 올랐지만 권위보다는 실속을 챙기며, 퇴근 후에는 업무 연락에서 완전히 해방되어 아이들의 학교 생활에 더 세심하게 관여하는 일상을 만들고 싶어 합니다.",0,"가족 생활비와 노후 준비의 균형 확보: 경기 경기-수원시 팔달구 거주, 기업 고위 임원 생활 패턴을 기준으로 자녀 관련 지출 계획화, 월 고정 주거비 관리, 취미/관심사(가평 숲속 캠핑) 지출을 조절하고 강점(기업 위험 분석 및 평가)을 활용해 월별 저축 루틴을 유지하기",2460000
58,신은아,59,컴퓨터 설치 및 수리원,Female,40400000,전북 전북-전주시 덕진구,"신은아 씨는 전주 덕진구에서 컴퓨터 수리점을 운영하며 가족과 이웃에 대한 애정이 깊은, 생활력 강한 50대 여성입니다. 주요 강점은 구형 PC 하드웨어 부품 교체 및 업그레이드, 운영체제 재설치 및 시스템 최적화이며, 일상 관심사는 가족과 함께하는 배드민턴 경기, 전주 시내 고기 맛집 탐방, 라디오 프로그램 사연 청취입니다. 가족·주거 형태는 배우자·자녀와 거주, 아파트이며, 지금 운영하는 수리점을 지역 주민들이 믿고 찾는 사랑방 같은 공간으로 유지하며, 은퇴 후에도 소규모로 이웃들의 디지털 기기 고장을 해결해 주는 생활 밀착형 전문가로 남고자 합니다.",0,"은퇴 전 현금흐름 정리와 건강 지출 대비: 전북 전북-전주시 덕진구 거주, 컴퓨터 설치 및 수리원 생활 패턴을 기준으로 자녀 관련 지출 계획화, 월 고정 주거비 관리, 취미/관심사(가족과 함께하는 배드민턴 경기) 지출을 조절하고 강점(구형 PC 하드웨어 부품 교체 및 업그레이드)을 활용해 월별 저축 루틴을 유지하기",1990000
59,박예윤,21,학습지 방문강사,Female,31500000,서울 서울-서초구,"박예윤 씨는 서초구에서 학습지 강사로 일하며 아이들을 세심하게 챙기는 체계적인 성격의 소유자로, 역사 여행과 배드민턴을 통해 삶의 균형을 잡으며 교육 기획자를 꿈꾸는 21세 청년입니다. 주요 강점은 아동 심리 기반의 맞춤형 학습 지도, 효율적인 방문 일정 최적화 및 시간 관리이며, 일상 관심사는 지역 커뮤니티 센터 배드민턴 활동, 역사 유적지 탐방 및 기록, 강남역 인근의 이색 양식당 방문입니다. 가족·주거 형태는 부모와 동거, 아파트이며, 현장에서 쌓은 실무 경험을 바탕으로 아이들의 인지 발달 단계에 맞춘 맞춤형 학습지 커리큘럼을 직접 설계하는 교육 기획자가 되고 싶어 합니다.",0,"비상금과 커리어 전환 자금 마련: 서울 서울-서초구 거주, 학습지 방문강사 생활 패턴을 기준으로 부모님 부양 비용 관리, 월 고정 주거비 관리, 취미/관심사(지역 커뮤니티 센터 배드민턴 활동) 지출을 조절하고 강점(아동 심리 기반의 맞춤형 학습 지도)을 활용해 월별 저축 루틴을 유지하기",1860000
60,김주영,43,무직,Male,0,경기 경기-화성시,"김주영 씨는 화성시 동탄에서 부모님과 함께 살며 섬세한 인테리어 감각과 사교성을 바탕으로 이웃들의 홈 스타일링 상담가를 꿈꾸는 43세 미혼 남성입니다. 주요 강점은 셀프 인테리어 및 가구 배치, 전동 공구 활용 및 간단한 집 수리이며, 일상 관심사는 화성호 주변 풍경 감상, 동네 산책 및 등산, 페퍼로니 피자와 맥주입니다. 가족·주거 형태는 부모와 동거, 아파트이며, 그동안 쌓아온 인테리어 감각과 특유의 사교성을 살려, 이웃들의 집 꾸미기를 도와주는 소규모 홈 스타일링 상담가로 활동하며 소소한 성취감을 느끼는 삶을 준비하고 있습니다.",0,"가족 생활비와 노후 준비의 균형 확보: 경기 경기-화성시 거주, 무직 생활 패턴을 기준으로 부모님 부양 비용 관리, 월 고정 주거비 관리, 취미/관심사(화성호 주변 풍경 감상) 지출을 조절하고 강점(셀프 인테리어 및 가구 배치)을 활용해 월별 저축 루틴을 유지하기",500000
61,박윤하,26,사진가,Female,39300000,서울 서울-동작구,"박윤하 씨는 동작구의 소박한 일상과 성수동의 화려한 감성 사이에서 자신만의 서늘한 색감을 좇는 26세의 신진 사진가입니다. 주요 강점은 라이트룸을 이용한 저채도 톤 보정, 인물 스냅 사진 구도 설계이며, 일상 관심사는 성수동 테마 카페 출사, 유튜브 먹방 및 음식 리뷰 시청, 광장시장 등 지역 맛집 탐방입니다. 가족·주거 형태는 아버지와 동거, 다세대주택이며, 무리하게 사업을 확장하기보다, 믿고 맡기는 소수의 단골 고객을 확보해 작은 개인 작업실을 마련하는 것이 현실적인 목표입니다.",0,"비상금과 커리어 전환 자금 마련: 서울 서울-동작구 거주, 사진가 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 월 고정 주거비 관리, 취미/관심사(성수동 테마 카페 출사) 지출을 조절하고 강점(라이트룸을 이용한 저채도 톤 보정)을 활용해 월별 저축 루틴을 유지하기",2260000
62,김영환,41,철도운송 관련 종사원,Male,41800000,경상남 경상남-통영시,"김영환 씨는 통영에서 철도 운송직으로 일하며 내 집 마련을 꿈꾸는, 투박하지만 다정한 40대 가장입니다. 주요 강점은 철도 신호 및 통신 설비 점검, 선로 유지보수 현장 안전 관리이며, 일상 관심사는 미륵산 해안도로 가족 드라이브, 유튜브를 통한 전 세계 이색 열차 영상 시청, 통영 지역 내 숨은 한식 맛집 탐방입니다. 가족·주거 형태는 배우자·자녀와 거주, 단독주택이며, 현장에서 쌓은 숙련도를 바탕으로 관리직으로 성장해 후배들에게 실무 노하우를 전수하고 싶어 하며, 안정적인 소득을 통해 가족들이 마음 편히 머물 수 있는 자가 주택을 마련하는 것을 최우선 목표로 삼고 있습니다.",0,"가족 생활비와 노후 준비의 균형 확보: 경상남 경상남-통영시 거주, 철도운송 관련 종사원 생활 패턴을 기준으로 자녀 관련 지출 계획화, 주거비 안정화, 취미/관심사(미륵산 해안도로 가족 드라이브) 지출을 조절하고 강점(철도 신호 및 통신 설비 점검)을 활용해 월별 저축 루틴을 유지하기",2160000
63,한정민,47,그 외 건설 관련 기능 종사원,Male,51200000,경기 경기-수원시 권선구,"한정민 씨는 성실한 기술력과 부드러운 성품으로 현장을 이끌며, 소박한 내 집 마련과 가족의 행복을 위해 묵묵히 걷는 수원 권선구의 40대 가장입니다. 주요 강점은 건축 마감 처리 및 보수, 현장 상황 맞춤형 공정 조정이며, 일상 관심사는 광교산 둘레길 산책, 유튜브 낚시 및 자연 영상 시청, 모바일 퍼즐 게임입니다. 가족·주거 형태는 배우자·자녀와 거주, 아파트이며, 이를 위해 틈틈이 상위 등급의 기능사 자격증 취득을 준비하며, 현장 막내들에게 기술을 전수하는 선배로서 인정받는 삶에 만족감을 느낍니다.",0,"가족 생활비와 노후 준비의 균형 확보: 경기 경기-수원시 권선구 거주, 그 외 건설 관련 기능 종사원 생활 패턴을 기준으로 자녀 관련 지출 계획화, 월 고정 주거비 관리, 취미/관심사(광교산 둘레길 산책) 지출을 조절하고 강점(건축 마감 처리 및 보수)을 활용해 월별 저축 루틴을 유지하기",2650000
64,원지훈,48,석재 부설원,Male,47400000,제주 제주-제주시,"원지훈 씨는 제주 돌담의 결을 읽는 정밀한 기술을 가진 석재 부설원으로, 가족을 위한 내 집 마련의 꿈을 품고 성실하게 살아가는 40대 가장입니다. 주요 강점은 수평계 없이 눈대중으로 수평 잡기, 현무암 및 대리석 정밀 부설이며, 일상 관심사는 1100도로 가족 드라이브, 동네 목욕탕 사우나, 유튜브 낚시 영상 시청입니다. 가족·주거 형태는 배우자·자녀와 거주, 비주거용 건물 내 주택이며, 자녀들이 대학에 갈 때쯤에는 상가 건물 주택을 벗어나 가족 모두가 편히 쉴 수 있는 단독주택으로 이사 가는 것이 가장 큰 현실적 목표입니다.",0,"가족 생활비와 노후 준비의 균형 확보: 제주 제주-제주시 거주, 석재 부설원 생활 패턴을 기준으로 자녀 관련 지출 계획화, 주거비 안정화, 취미/관심사(1100도로 가족 드라이브) 지출을 조절하고 강점(수평계 없이 눈대중으로 수평 잡기)을 활용해 월별 저축 루틴을 유지하기",2450000
65,이현우,34,무직,Male,0,부산 부산-기장군,"이현우 씨는 기장군에 거주하며 고도비만이라는 신체적 조건과 무직이라는 사회적 위치에도 불구하고, 자신만의 예술적 감각으로 세상의 숨은 공간을 기록하는 낭만적인 관찰자입니다. 주요 강점은 전국 노포 큐레이션, 음식 및 공간 사진 촬영이며, 일상 관심사는 나홀로 전국 식도락 여행, 기장 해안가 산책 및 아이디어 스케치, 독립 영화 및 실험 영화 시청입니다. 가족·주거 형태는 혼자 거주, 다세대주택이며, 자신이 발견한 특별한 공간과 음식에 대한 기록을 엮어 소규모 독립 출판물을 만들거나, 취향이 비슷한 사람들이 모이는 작은 커뮤니티 공간을 운영하는 꿈을 꿉니다.",0,"주거 안정과 중기 목돈 마련: 부산 부산-기장군 거주, 무직 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 월 고정 주거비 관리, 취미/관심사(나홀로 전국 식도락 여행) 지출을 조절하고 강점(전국 노포 큐레이션)을 활용해 월별 저축 루틴을 유지하기",500000
66,이인혜,45,무직,Female,0,부산 부산-부산진구,"이인혜 씨는 부산에서 가족을 세심히 돌보며 인문학적 소양과 원예 취미를 통해 정서적 안정을 찾는 40대 여성입니다. 주요 강점은 가계 및 가족 일정 정밀 관리, 베란다 원예 및 식물 케어이며, 일상 관심사는 부산 시민공원 숲길 산책, 전포동 수제 빵집 탐방, 현대 미술 전시 관람입니다. 가족·주거 형태는 배우자·자녀와 거주, 주택 이외의 거처이며, 주민센터의 문화 프로그램 운영 지원직으로 활동하며 지역 사회에 기여하고, 전공 지식을 활용해 소규모 인문학 함께 읽기 모임을 꾸준히 이끌어가는 삶을 꿈꿉니다.",0,"가족 생활비와 노후 준비의 균형 확보: 부산 부산-부산진구 거주, 무직 생활 패턴을 기준으로 자녀 관련 지출 계획화, 주거비 안정화, 취미/관심사(부산 시민공원 숲길 산책) 지출을 조절하고 강점(가계 및 가족 일정 정밀 관리)을 활용해 월별 저축 루틴을 유지하기",500000
67,김연조,29,일반 비서,Female,36100000,전북 전북-무주군,"김연조 씨는 교육학 전공의 논리성과 농촌의 정서를 모두 갖춘 행정 전문가로, 가족과 자연 속에서 소소한 행복을 찾는 20대 후반의 여성입니다. 주요 강점은 농업 행정 서류 작성 및 관리, 정부 보조금 신청 프로세스 최적화이며, 일상 관심사는 웹툰 및 디지털 콘텐츠 시청, 닌텐도 스위치 게임, 덕유산 인근 숲길 산책입니다. 가족·주거 형태는 기타3세대, 아파트이며, 현재의 행정 업무를 완전히 디지털화하여 마을 어르신들이 서류 작업의 불편함 없이 혜택을 받게 만들고자 하며, 장기적으로는 지역 농촌 교육 전문가로 거듭나 마을 공동체 교육 모델을 구축하고 싶어 합니다.",0,"비상금과 커리어 전환 자금 마련: 전북 전북-무주군 거주, 일반 비서 생활 패턴을 기준으로 가족 공동 지출 관리, 월 고정 주거비 관리, 취미/관심사(웹툰 및 디지털 콘텐츠 시청) 지출을 조절하고 강점(농업 행정 서류 작성 및 관리)을 활용해 월별 저축 루틴을 유지하기",2020000
68,김종삼,46,철도운송 관련 종사원,Male,47500000,대구 대구-달성군,"김종삼 씨는 철도 안전에 집착하는 꼼꼼한 숙련공이자, 가족을 아끼면서도 혼자만의 예술적 감성과 고요함을 갈구하는 대구 달성군의 40대 미혼 남성입니다. 주요 강점은 철도 시설 안전 점검, 운송 스케줄 최적화 관리이며, 일상 관심사는 동네 단골 일식집 탐방, 정밀한 각도 계산의 3쿠션 당구, 90년대 감성 발라드 노래방입니다. 가족·주거 형태는 형제자매와 동거 (가구주), 아파트이며, 현장에서 쌓은 경험을 바탕으로 후배들이 실수 없이 작업할 수 있는 실전형 안전 가이드를 정리해 보고 싶어 하며, 정년까지 큰 사고 없이 자신의 구역을 책임지는 숙련공으로 남기를 바랍니다.",0,"가족 생활비와 노후 준비의 균형 확보: 대구 대구-달성군 거주, 철도운송 관련 종사원 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 월 고정 주거비 관리, 취미/관심사(동네 단골 일식집 탐방) 지출을 조절하고 강점(철도 시설 안전 점검)을 활용해 월별 저축 루틴을 유지하기",2410000
69,임종현,51,철도 고가 전선 가설원,Male,50900000,경기 경기-하남시,"임종현 씨는 하남에 거주하며 철도 전선 가설원으로 일하는 50대 가장으로, 투박한 겉모습 뒤에 가족에 대한 깊은 사랑과 안전한 퇴직을 꿈꾸는 성실한 기술자입니다. 주요 강점은 고전압 전차선 가설 및 장력 조절, 철도 전기 설비 안전 점검이며, 일상 관심사는 TV로 KBO 리그 경기 시청, 동네 사우나에서 즐기는 반신욕, 가족과 함께하는 근교 자연 경관 감상입니다. 가족·주거 형태는 배우자·자녀와 거주, 아파트이며, 더 이상의 승진이나 화려한 성취보다는, 정년퇴직 때까지 단 한 건의 안전사고 없이 무사히 현장을 마무리하는 것을 가장 큰 목표로 삼고 있습니다.",0,"은퇴 전 현금흐름 정리와 건강 지출 대비: 경기 경기-하남시 거주, 철도 고가 전선 가설원 생활 패턴을 기준으로 자녀 관련 지출 계획화, 월 고정 주거비 관리, 취미/관심사(TV로 KBO 리그 경기 시청) 지출을 조절하고 강점(고전압 전차선 가설 및 장력 조절)을 활용해 월별 저축 루틴을 유지하기",2500000
70,이희찬,20,철도운송 관련 종사원,Male,29200000,서울 서울-도봉구,"이희찬 씨는 철도 운송 현장의 꼼꼼한 실무자로 성장해 기관사를 꿈꾸는, 책임감 강하고 현실적인 20세 청년입니다. 주요 강점은 열차 운행 스케줄 최적화, 철도 안전 관리 지침 숙지이며, 일상 관심사는 창동 볼링장 팀 경기, 리그 오브 레전드 랭크 게임, 성수동 수제 버거 맛집 탐방입니다. 가족·주거 형태는 부모와 동거, 연립주택이며, 현장에서 쌓은 실무 경험을 발판 삼아 철도 운전 면허를 취득하고, 더 높은 책임감을 가진 기관사가 되어 경제적 자립도를 높이려 합니다.",0,"비상금과 커리어 전환 자금 마련: 서울 서울-도봉구 거주, 철도운송 관련 종사원 생활 패턴을 기준으로 부모님 부양 비용 관리, 주거비 안정화, 취미/관심사(창동 볼링장 팀 경기) 지출을 조절하고 강점(열차 운행 스케줄 최적화)을 활용해 월별 저축 루틴을 유지하기",1730000
71,주지혜,27,석유화학 기술자 및 연구원,Female,58300000,부산 부산-동래구,"주지혜 씨는 부산 동래구에서 어머니와 함께 거주하며 탄소 배출을 줄이는 친환경 화학 소재 전문가를 꿈꾸는 27세의 고소득 석유화학 연구원입니다. 주요 강점은 촉매 성능 및 성분 분석, 화학 공정 시뮬레이션이며, 일상 관심사는 네이버 웹툰 정주행, 온천천 시민공원 산책, 광안리 수제 맥주 시음입니다. 가족·주거 형태는 어머니와 동거, 단독주택이며, 향후에는 탄소 배출을 줄이는 친환경 화학 소재 분야의 독보적인 전문성을 갖춰 업계에서 인정받는 책임 연구원이 되는 것을 목표로 합니다.",0,"비상금과 커리어 전환 자금 마련: 부산 부산-동래구 거주, 석유화학 기술자 및 연구원 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 주거비 안정화, 취미/관심사(네이버 웹툰 정주행) 지출을 조절하고 강점(촉매 성능 및 성분 분석)을 활용해 월별 저축 루틴을 유지하기",3210000
72,윤인경,55,주방 보조원,Female,43600000,전라남 전라남-진도군,"윤인경 씨는 진도에서 주방 보조로 일하며 능숙한 손맛과 현대적인 미적 감각을 동시에 지닌, 정 많고 호기심 많은 50대 여성입니다. 주요 강점은 대량 식재료 전처리 및 손질, 전라도 지역 제철 나물 무침이며, 일상 관심사는 노래교실 트로트 배우기, 지역 미용실에서 최신 펌 스타일 시도하기, 해안가 산책하며 야생화 사진 찍기입니다. 가족·주거 형태는 기타2세대, 단독주택이며, 함께 일하는 주방 식구들과 얼굴 붉히는 일 없이 화목하게 지내는 것을 최우선으로 하며, 가끔 자신이 제안한 작은 조리법 변경이 음식 맛을 살려 손님들이 만족해하는 순간에서 보람을 느낍니다.",0,"은퇴 전 현금흐름 정리와 건강 지출 대비: 전라남 전라남-진도군 거주, 주방 보조원 생활 패턴을 기준으로 가족 공동 지출 관리, 주거비 안정화, 취미/관심사(노래교실 트로트 배우기) 지출을 조절하고 강점(대량 식재료 전처리 및 손질)을 활용해 월별 저축 루틴을 유지하기",2030000
73,이지훈,48,하역 및 적재 관련 단순 종사원,Male,30100000,경기 경기-수원시 영통구,"이지훈 씨는 성실한 하역 작업자로 살아오며 이웃에게 신망받는 따뜻한 성품과 건강 관리가 시급한 고도비만이라는 모순을 동시에 가진 인물입니다. 주요 강점은 영상 장비 적재 최적화, 물류 재고 관리이며, 일상 관심사는 지역 배드민턴 클럽 활동, 전국 역사 유적지 탐방, 일식 전문점 맛집 찾기입니다. 가족·주거 형태는 혼자 거주, 아파트이며, 후배 작업자들에게 효율적인 하역 노하우를 전수하는 현장 관리자로 인정받고 싶어 합니다.",0,"가족 생활비와 노후 준비의 균형 확보: 경기 경기-수원시 영통구 거주, 하역 및 적재 관련 단순 종사원 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 월 고정 주거비 관리, 취미/관심사(지역 배드민턴 클럽 활동) 지출을 조절하고 강점(영상 장비 적재 최적화)을 활용해 월별 저축 루틴을 유지하기",1630000
74,정연주,21,산업 안전원,Female,32700000,충청북 충청북-청주시 흥덕구,"정연주 씨는 단호한 업무 처리 능력과 20대 초반의 말랑한 감성을 동시에 지닌, 청주의 성실한 산업 안전원입니다. 주요 강점은 산업안전보건법 기반 현장 위험성 평가, 전기 설비 안전 점검 및 유해 요인 분석이며, 일상 관심사는 반려견과 함께하는 동네 산책 및 일상 사진 촬영, 대청호 및 청남대 주변 자연 풍경 출사, 유튜브 브이로그 시청과 음악 큐레이션 감상입니다. 가족·주거 형태는 기타2세대, 아파트이며, 업무적 성취만큼이나 개인의 정서적 안정을 중요하게 여기기에, 효율적인 업무 처리 방식을 찾아 퇴근 후의 삶을 온전히 보장받는 환경을 만드는 데 집중합니다.",0,"비상금과 커리어 전환 자금 마련: 충청북 충청북-청주시 흥덕구 거주, 산업 안전원 생활 패턴을 기준으로 가족 공동 지출 관리, 월 고정 주거비 관리, 취미/관심사(반려견과 함께하는 동네 산책 및 일상 사진 촬영) 지출을 조절하고 강점(산업안전보건법 기반 현장 위험성 평가)을 활용해 월별 저축 루틴을 유지하기",1830000
75,김재운,49,사회 교사,Male,47800000,서울 서울-강서구,"김재운 씨는 학벌보다 현장의 가치를 믿는 강서구의 베테랑 사회 교사로, 당뇨라는 건강상의 약점을 안고 살아가지만 가족에 대한 깊은 사랑과 뛰어난 중재 능력을 통해 주변 사람들에게 신뢰받는 따뜻한 중년 남성입니다. 주요 강점은 사회 이슈의 쉬운 설명 및 강의, 집단 내 갈등 중재 및 관계 회복이며, 일상 관심사는 마곡 지구 주변 공원 산책, 역사 및 시사 관련 유튜브 시청, 가족과 함께 떠나는 국내 자연 경관 여행입니다. 가족·주거 형태는 배우자·자녀와 거주, 아파트이며, 학위라는 제도적 틀에 얽매이지 않고 실질적인 지식으로 인정받은 자신의 경험을 통해, 학교 교육에 적응하지 못하는 아이들이 세상에서 살아남는 법을 가르치는 든든한 조력자가 되고자 합니다.",0,"가족 생활비와 노후 준비의 균형 확보: 서울 서울-강서구 거주, 사회 교사 생활 패턴을 기준으로 자녀 관련 지출 계획화, 월 고정 주거비 관리, 취미/관심사(마곡 지구 주변 공원 산책) 지출을 조절하고 강점(사회 이슈의 쉬운 설명 및 강의)을 활용해 월별 저축 루틴을 유지하기",2470000
76,김재형,54,변호사,Male,49600000,충청남 충청남-계룡시,"김재형 씨는 정교한 법률 지식과 인문학적 감성을 동시에 지닌 50대 군 변호사로, 건강 관리의 필요성을 절감하면서도 술과 담배를 놓지 못하는 인간적인 빈틈이 있는 인물입니다. 주요 강점은 군 행정 쟁송 서면 작성, 국방 관련 법규 해석 및 적용이며, 일상 관심사는 계룡산 둘레길 산책, 인문학 팟캐스트 청취, 동네 헬스장 러닝머신입니다. 가족·주거 형태는 배우자·자녀와 거주, 아파트이며, 전문직으로서의 사회적 권위를 유지하면서도, 자신이 구축한 체계적인 업무 처리 매뉴얼을 후배 변호사들에게 전수하는 멘토로서의 입지를 다지고자 합니다.",0,"은퇴 전 현금흐름 정리와 건강 지출 대비: 충청남 충청남-계룡시 거주, 변호사 생활 패턴을 기준으로 자녀 관련 지출 계획화, 월 고정 주거비 관리, 취미/관심사(계룡산 둘레길 산책) 지출을 조절하고 강점(군 행정 쟁송 서면 작성)을 활용해 월별 저축 루틴을 유지하기",2440000
77,이현석,36,경량 철골공,Male,50800000,인천 인천-미추홀구,"이현석 씨는 가족을 향한 책임감과 전문 시공 팀장이 되겠다는 목표를 가지고 정밀하게 삶을 설계해나가는 성실한 경량 철골공입니다. 주요 강점은 건축 도면 해석 및 실측, 레이저 레벨기 정밀 수평 작업이며, 일상 관심사는 수봉공원 조깅 및 빠르게 걷기, UFC 및 격투기 경기 분석 관람, 전국 나물 비빔밥 및 국수 맛집 탐방입니다. 가족·주거 형태는 배우자·자녀와 거주, 주택 이외의 거처이며, 현장 경험에 이론적 깊이를 더하기 위해 퇴근 후 틈틈이 건축 관련 기능사 자격증 취득을 준비하며 기술적 입지를 다지고 있습니다.",0,"주거 안정과 중기 목돈 마련: 인천 인천-미추홀구 거주, 경량 철골공 생활 패턴을 기준으로 자녀 관련 지출 계획화, 주거비 안정화, 취미/관심사(수봉공원 조깅 및 빠르게 걷기) 지출을 조절하고 강점(건축 도면 해석 및 실측)을 활용해 월별 저축 루틴을 유지하기",2620000
78,이윤환,54,금속 세척기 조작원,Male,47800000,경상남 경상남-거제시,"이윤환 씨는 거제도 조선소 단지에서 묵묵히 기계를 돌리며, 롯데 자이언츠와 가족, 그리고 소박한 시장 밥상에 만족하며 살아가는 50대 미혼 남성입니다. 주요 강점은 산업용 금속 세척 설비 운용, 화학 세정제 배합 및 농도 관리이며, 일상 관심사는 롯데 자이언츠 야구 경기 관람, 거제면 숲길 산책 및 등산, 유튜브 e스포츠 경기 하이라이트 시청입니다. 가족·주거 형태는 혼자 거주, 아파트이며, 갑작스러운 변화보다는 현재의 숙련도를 유지하며 사고 없이 정년까지 무사히 근무하는 것을 최우선으로 하며, 동료들에게 믿음직한 선임으로 남기를 바랍니다.",0,"은퇴 전 현금흐름 정리와 건강 지출 대비: 경상남 경상남-거제시 거주, 금속 세척기 조작원 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 월 고정 주거비 관리, 취미/관심사(롯데 자이언츠 야구 경기 관람) 지출을 조절하고 강점(산업용 금속 세척 설비 운용)을 활용해 월별 저축 루틴을 유지하기",2470000
79,김제원,29,무직,Male,0,서울 서울-마포구,"김제원 씨는 마포구에 거주하며 안정적인 건설사 취업을 준비하는, 현실적이고 부드러운 성격을 가진 29세 공학도입니다. 주요 강점은 오토캐드 도면 설계, 건축 구조 역학 계산이며, 일상 관심사는 인왕산 자락길 산책, 리움미술관 전시 관람, 일본 도쿄 빈티지 숍 쇼핑입니다. 가족·주거 형태는 어머니와 동거, 아파트이며, 너무 튀지 않으면서도 자신의 몫을 충분히 해낼 수 있는 중견 건설사의 설계팀에 들어가, 정해진 퇴근 시간 이후의 개인적인 삶이 보장되는 안정적인 직장인이 되기를 바랍니다.",0,"비상금과 커리어 전환 자금 마련: 서울 서울-마포구 거주, 무직 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 월 고정 주거비 관리, 취미/관심사(인왕산 자락길 산책) 지출을 조절하고 강점(오토캐드 도면 설계)을 활용해 월별 저축 루틴을 유지하기",500000
